,Lead_ID,Lead_Source,Sales_Rep,Industry,Region,Created_Date,Qualified_Date,Demo_Date,Proposal_Date,Closed_Date,Deal_Status,Deal_Value,Qualified_Flag,Demo_Flag,Proposal_Flag,Won_Flag,Days_to_Qualify,Days_to_Demo,Days_to_Proposal,Days_to_Close
15633,LEAD_102837,Google Ads,Nan,IT,North,2025-02-25 10:41:08.238817,2025-02-27 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
4392,LEAD_102325,Linkedin,Neha Singh,Finance,South,2025-02-25 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
2761,LEAD_100477,Linkedin,Amit Verma,Unknown,East,2025-02-25 10:41:08.238817,2025-03-06 10:41:08.238817,2025-03-20 10:41:08.238817,,,Lost,0.0,1,1,0,0,9.0,14.0,,
300,LEAD_104008,Nan,Nan,Healthcare,East,2025-02-25 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
8761,LEAD_114977,Linkedin,Neha Singh,Retail,East,2025-02-25 10:41:08.238817,2025-03-01 10:41:08.238817,2025-03-10 10:41:08.238817,,,Lost,0.0,1,1,0,0,4.0,9.0,,
2636,LEAD_105127,Referral,Neha Singh,Unknown,South,2025-02-25 10:41:08.238817,2025-02-26 10:41:08.238817,2025-03-06 10:41:08.238817,2025-03-20 10:41:08.238817,2025-03-27 10:41:08.238817,Won,46095.0,1,1,1,1,1.0,8.0,14.0,7.0
12927,LEAD_108750,Website,Amit Verma,Education,West,2025-02-25 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
2225,LEAD_115008,Google Ads,Nan,Healthcare,Unknown,2025-02-26 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
12387,LEAD_100098,Google Ads,Amit Verma,Unknown,West,2025-02-26 10:41:08.238817,2025-03-05 10:41:08.238817,2025-03-11 10:41:08.238817,,,Lost,0.0,1,1,0,0,7.0,6.0,,
8914,LEAD_112325,Google Ads,Priya Mehta,Retail,East,2025-02-26 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
12395,LEAD_100161,Website,Neha Singh,Healthcare,South,2025-02-26 10:41:08.238817,2025-02-28 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
7031,LEAD_105565,Referral,Rohit Kapoor,Unknown,South,2025-02-26 10:41:08.238817,2025-03-07 10:41:08.238817,,,,Lost,0.0,1,0,0,0,9.0,,,
14330,LEAD_104389,Facebook,Amit Verma,Healthcare,North,2025-02-26 10:41:08.238817,2025-03-01 10:41:08.238817,,,,Lost,0.0,1,0,0,0,3.0,,,
11365,LEAD_105949,Google Ads,Amit Verma,Finance,East,2025-02-26 10:41:08.238817,2025-03-05 10:41:08.238817,2025-03-09 10:41:08.238817,2025-03-21 10:41:08.238817,2025-04-01 10:41:08.238817,Lost,0.0,1,1,1,0,7.0,4.0,12.0,11.0
10307,LEAD_115663,Facebook,Amit Verma,Unknown,South,2025-02-26 10:41:08.238817,2025-03-06 10:41:08.238817,2025-03-13 10:41:08.238817,,,Lost,0.0,1,1,0,0,8.0,7.0,,
10840,LEAD_104168,Facebook,Amit Verma,Retail,Unknown,2025-02-26 10:41:08.238817,2025-03-01 10:41:08.238817,2025-03-14 10:41:08.238817,2025-03-21 10:41:08.238817,2025-03-31 10:41:08.238817,Lost,0.0,1,1,1,0,3.0,13.0,7.0,10.0
11362,LEAD_114269,Website,Amit Verma,Education,North,2025-02-26 10:41:08.238817,2025-03-01 10:41:08.238817,2025-03-03 10:41:08.238817,2025-03-15 10:41:08.238817,2025-03-19 10:41:08.238817,Lost,0.0,1,1,1,0,3.0,2.0,12.0,4.0
2572,LEAD_102264,Website,Rahul Sharma,Retail,East,2025-02-26 10:41:08.238817,2025-03-04 10:41:08.238817,2025-03-18 10:41:08.238817,2025-03-30 10:41:08.238817,2025-04-02 10:41:08.238817,Lost,0.0,1,1,1,0,6.0,14.0,12.0,3.0
4838,LEAD_108740,Google Ads,Nan,Unknown,North,2025-02-26 10:41:08.238817,2025-03-03 10:41:08.238817,2025-03-11 10:41:08.238817,2025-03-26 10:41:08.238817,2025-04-08 10:41:08.238817,Lost,0.0,1,1,1,0,5.0,8.0,15.0,13.0
12624,LEAD_112856,Google Ads,Nan,IT,North,2025-02-26 10:41:08.238817,2025-03-05 10:41:08.238817,2025-03-06 10:41:08.238817,,,Lost,0.0,1,1,0,0,7.0,1.0,,
7170,LEAD_111503,Linkedin,Rahul Sharma,Education,West,2025-02-26 10:41:08.238817,2025-03-02 10:41:08.238817,,,,Lost,0.0,1,0,0,0,4.0,,,
15794,LEAD_110580,Google Ads,Amit Verma,Retail,West,2025-02-26 10:41:08.238817,2025-03-03 10:41:08.238817,,,,Lost,0.0,1,0,0,0,5.0,,,
9449,LEAD_113883,Facebook,Rahul Sharma,Healthcare,West,2025-02-26 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
14261,LEAD_104676,Facebook,Neha Singh,Unknown,North,2025-02-26 10:41:08.238817,2025-03-01 10:41:08.238817,,,,Lost,0.0,1,0,0,0,3.0,,,
17654,LEAD_115836,Google Ads,Neha Singh,Unknown,East,2025-02-26 10:41:08.238817,2025-03-07 10:41:08.238817,,,,Lost,0.0,1,0,0,0,9.0,,,
16534,LEAD_102454,Google Ads,Amit Verma,Healthcare,Unknown,2025-02-26 10:41:08.238817,2025-03-03 10:41:08.238817,2025-03-11 10:41:08.238817,2025-03-19 10:41:08.238817,2025-03-20 10:41:08.238817,Won,180536.0,1,1,1,1,5.0,8.0,8.0,1.0
11873,LEAD_114921,Google Ads,Amit Verma,Healthcare,Unknown,2025-02-26 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
14893,LEAD_114669,Referral,Priya Mehta,Healthcare,Unknown,2025-02-26 10:41:08.238817,2025-03-05 10:41:08.238817,2025-03-10 10:41:08.238817,,,Lost,0.0,1,1,0,0,7.0,5.0,,
55,LEAD_112316,Linkedin,Amit Verma,Retail,Unknown,2025-02-26 10:41:08.238817,2025-03-05 10:41:08.238817,2025-03-09 10:41:08.238817,2025-03-28 10:41:08.238817,2025-04-10 10:41:08.238817,Lost,0.0,1,1,1,0,7.0,4.0,19.0,13.0
13881,LEAD_101400,Referral,Amit Verma,Unknown,East,2025-02-26 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
9163,LEAD_103966,Facebook,Amit Verma,Unknown,West,2025-02-26 10:41:08.238817,2025-02-27 10:41:08.238817,2025-03-08 10:41:08.238817,2025-03-13 10:41:08.238817,2025-03-24 10:41:08.238817,Lost,0.0,1,1,1,0,1.0,9.0,5.0,11.0
5550,LEAD_102298,Nan,Priya Mehta,Education,East,2025-02-26 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
16622,LEAD_109356,Google Ads,Amit Verma,Healthcare,East,2025-02-26 10:41:08.238817,2025-03-03 10:41:08.238817,,,,Lost,0.0,1,0,0,0,5.0,,,
17778,LEAD_103890,Nan,Priya Mehta,Healthcare,South,2025-02-26 10:41:08.238817,2025-02-27 10:41:08.238817,,,,Lost,0.0,1,0,0,0,1.0,,,
7936,LEAD_105137,Google Ads,Priya Mehta,IT,West,2025-02-26 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
8313,LEAD_106793,Referral,Amit Verma,Retail,South,2025-02-26 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
5935,LEAD_114734,Linkedin,Priya Mehta,Unknown,Unknown,2025-02-26 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
5920,LEAD_117260,Referral,Priya Mehta,Unknown,East,2025-02-26 10:41:08.238817,2025-03-05 10:41:08.238817,,,,Lost,0.0,1,0,0,0,7.0,,,
16835,LEAD_102498,Google Ads,Rahul Sharma,IT,East,2025-02-26 10:41:08.238817,2025-03-01 10:41:08.238817,2025-03-11 10:41:08.238817,,,Lost,0.0,1,1,0,0,3.0,10.0,,
2829,LEAD_108995,Facebook,Neha Singh,Education,East,2025-02-26 10:41:08.238817,2025-03-03 10:41:08.238817,,,,Lost,0.0,1,0,0,0,5.0,,,
13657,LEAD_108517,Linkedin,Rahul Sharma,Retail,South,2025-02-26 10:41:08.238817,2025-03-03 10:41:08.238817,2025-03-08 10:41:08.238817,2025-03-14 10:41:08.238817,2025-03-19 10:41:08.238817,Won,154172.0,1,1,1,1,5.0,5.0,6.0,5.0
11870,LEAD_101923,Referral,Priya Mehta,Education,North,2025-02-26 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
5712,LEAD_105372,Website,Amit Verma,Healthcare,North,2025-02-26 10:41:08.238817,2025-02-28 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
2323,LEAD_106101,Facebook,Amit Verma,Retail,West,2025-02-26 10:41:08.238817,2025-03-04 10:41:08.238817,,,,Lost,0.0,1,0,0,0,6.0,,,
4349,LEAD_100777,Google Ads,Nan,IT,North,2025-02-26 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
9150,LEAD_112732,Linkedin,Nan,IT,North,2025-02-26 10:41:08.238817,2025-03-04 10:41:08.238817,2025-03-16 10:41:08.238817,2025-03-23 10:41:08.238817,2025-03-24 10:41:08.238817,Lost,0.0,1,1,1,0,6.0,12.0,7.0,1.0
4314,LEAD_108105,Website,Priya Mehta,IT,West,2025-02-26 10:41:08.238817,2025-02-27 10:41:08.238817,2025-03-13 10:41:08.238817,2025-03-16 10:41:08.238817,2025-03-17 10:41:08.238817,Won,75362.0,1,1,1,1,1.0,14.0,3.0,1.0
16539,LEAD_107990,Google Ads,Rahul Sharma,Retail,East,2025-02-26 10:41:08.238817,2025-03-05 10:41:08.238817,2025-03-12 10:41:08.238817,,,Lost,0.0,1,1,0,0,7.0,7.0,,
13194,LEAD_116186,Facebook,Amit Verma,Healthcare,West,2025-02-26 10:41:08.238817,2025-03-03 10:41:08.238817,2025-03-14 10:41:08.238817,,,Lost,0.0,1,1,0,0,5.0,11.0,,
3544,LEAD_110265,Google Ads,Priya Mehta,Finance,Unknown,2025-02-26 10:41:08.238817,2025-03-04 10:41:08.238817,2025-03-10 10:41:08.238817,2025-03-20 10:41:08.238817,2025-04-03 10:41:08.238817,Lost,0.0,1,1,1,0,6.0,6.0,10.0,14.0
14078,LEAD_105595,Facebook,Rahul Sharma,IT,South,2025-02-26 10:41:08.238817,2025-02-28 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
15547,LEAD_114769,Google Ads,Priya Mehta,Unknown,West,2025-02-26 10:41:08.238817,2025-03-02 10:41:08.238817,,,,Lost,0.0,1,0,0,0,4.0,,,
6343,LEAD_106657,Google Ads,Rahul Sharma,Finance,East,2025-02-26 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
15372,LEAD_108255,Website,Neha Singh,Unknown,North,2025-02-26 10:41:08.238817,2025-03-04 10:41:08.238817,2025-03-06 10:41:08.238817,,,Lost,0.0,1,1,0,0,6.0,2.0,,
14821,LEAD_102136,Website,Rahul Sharma,Unknown,East,2025-02-26 10:41:08.238817,2025-03-02 10:41:08.238817,2025-03-15 10:41:08.238817,2025-03-18 10:41:08.238817,2025-03-20 10:41:08.238817,Won,50114.0,1,1,1,1,4.0,13.0,3.0,2.0
5392,LEAD_106492,Google Ads,Amit Verma,Finance,South,2025-02-26 10:41:08.238817,2025-03-06 10:41:08.238817,2025-03-13 10:41:08.238817,2025-03-30 10:41:08.238817,2025-04-06 10:41:08.238817,Lost,0.0,1,1,1,0,8.0,7.0,17.0,7.0
5322,LEAD_114378,Facebook,Amit Verma,Healthcare,West,2025-02-26 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
17452,LEAD_107027,Facebook,Nan,Healthcare,Unknown,2025-02-27 10:41:08.238817,2025-03-05 10:41:08.238817,2025-03-10 10:41:08.238817,,,Lost,0.0,1,1,0,0,6.0,5.0,,
1814,LEAD_100795,Google Ads,Rahul Sharma,Education,West,2025-02-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
7037,LEAD_104881,Linkedin,Rohit Kapoor,Education,Unknown,2025-02-27 10:41:08.238817,2025-03-06 10:41:08.238817,,,,Lost,0.0,1,0,0,0,7.0,,,
11157,LEAD_114022,Facebook,Amit Verma,Healthcare,Unknown,2025-02-27 10:41:08.238817,2025-03-03 10:41:08.238817,,,,Lost,0.0,1,0,0,0,4.0,,,
3364,LEAD_115609,Facebook,Rahul Sharma,Retail,South,2025-02-27 10:41:08.238817,2025-03-08 10:41:08.238817,2025-03-17 10:41:08.238817,2025-04-02 10:41:08.238817,2025-04-12 10:41:08.238817,Won,76098.0,1,1,1,1,9.0,9.0,16.0,10.0
349,LEAD_111200,Google Ads,Rohit Kapoor,Education,North,2025-02-27 10:41:08.238817,2025-03-06 10:41:08.238817,,,,Lost,0.0,1,0,0,0,7.0,,,
10926,LEAD_117504,Google Ads,Amit Verma,Retail,North,2025-02-27 10:41:08.238817,2025-03-02 10:41:08.238817,2025-03-05 10:41:08.238817,,,Lost,0.0,1,1,0,0,3.0,3.0,,
15998,LEAD_107668,Google Ads,Rahul Sharma,Unknown,West,2025-02-27 10:41:08.238817,2025-03-05 10:41:08.238817,2025-03-09 10:41:08.238817,2025-03-15 10:41:08.238817,2025-03-23 10:41:08.238817,Lost,0.0,1,1,1,0,6.0,4.0,6.0,8.0
3533,LEAD_115499,Referral,Nan,Healthcare,West,2025-02-27 10:41:08.238817,2025-03-06 10:41:08.238817,2025-03-10 10:41:08.238817,2025-03-19 10:41:08.238817,2025-03-29 10:41:08.238817,Lost,0.0,1,1,1,0,7.0,4.0,9.0,10.0
15976,LEAD_104752,Nan,Rahul Sharma,Finance,East,2025-02-27 10:41:08.238817,2025-02-28 10:41:08.238817,,,,Lost,0.0,1,0,0,0,1.0,,,
11195,LEAD_110904,Facebook,Rahul Sharma,Retail,South,2025-02-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
447,LEAD_116870,Google Ads,Neha Singh,Finance,East,2025-02-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
7953,LEAD_101155,Website,Priya Mehta,Healthcare,West,2025-02-27 10:41:08.238817,2025-03-01 10:41:08.238817,2025-03-05 10:41:08.238817,2025-03-22 10:41:08.238817,2025-03-24 10:41:08.238817,Lost,0.0,1,1,1,0,2.0,4.0,17.0,2.0
3657,LEAD_108204,Google Ads,Priya Mehta,Retail,West,2025-02-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
15478,LEAD_116079,Facebook,Rahul Sharma,Retail,West,2025-02-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
15156,LEAD_112360,Referral,Rahul Sharma,Education,South,2025-02-27 10:41:08.238817,2025-03-08 10:41:08.238817,2025-03-18 10:41:08.238817,,,Lost,0.0,1,1,0,0,9.0,10.0,,
3442,LEAD_101826,Website,Amit Verma,Education,North,2025-02-27 10:41:08.238817,2025-03-05 10:41:08.238817,2025-03-08 10:41:08.238817,,,Lost,0.0,1,1,0,0,6.0,3.0,,
12603,LEAD_111384,Google Ads,Priya Mehta,Education,East,2025-02-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
12592,LEAD_110380,Website,Priya Mehta,Education,West,2025-02-27 10:41:08.238817,2025-03-03 10:41:08.238817,2025-03-13 10:41:08.238817,2025-03-17 10:41:08.238817,2025-03-20 10:41:08.238817,Lost,0.0,1,1,1,0,4.0,10.0,4.0,3.0
6741,LEAD_115817,Facebook,Nan,Retail,South,2025-02-27 10:41:08.238817,2025-03-08 10:41:08.238817,,,,Lost,0.0,1,0,0,0,9.0,,,
12733,LEAD_112188,Facebook,Nan,Retail,East,2025-02-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
16229,LEAD_105579,Linkedin,Amit Verma,Finance,South,2025-02-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
2596,LEAD_108684,Google Ads,Nan,Unknown,North,2025-02-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
10644,LEAD_108118,Website,Amit Verma,Retail,South,2025-02-27 10:41:08.238817,2025-03-03 10:41:08.238817,,,,Lost,0.0,1,0,0,0,4.0,,,
16079,LEAD_113153,Website,Rohit Kapoor,Education,South,2025-02-27 10:41:08.238817,2025-03-05 10:41:08.238817,,,,Lost,0.0,1,0,0,0,6.0,,,
14656,LEAD_110740,Website,Rahul Sharma,IT,Unknown,2025-02-27 10:41:08.238817,2025-03-08 10:41:08.238817,2025-03-19 10:41:08.238817,2025-04-03 10:41:08.238817,2025-04-06 10:41:08.238817,Lost,0.0,1,1,1,0,9.0,11.0,15.0,3.0
13668,LEAD_101526,Google Ads,Amit Verma,Retail,Unknown,2025-02-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
5936,LEAD_102615,Nan,Rahul Sharma,Retail,East,2025-02-27 10:41:08.238817,2025-03-08 10:41:08.238817,2025-03-11 10:41:08.238817,2025-03-21 10:41:08.238817,2025-03-26 10:41:08.238817,Won,135479.0,1,1,1,1,9.0,3.0,10.0,5.0
1579,LEAD_117502,Google Ads,Amit Verma,Unknown,Unknown,2025-02-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
13554,LEAD_117378,Website,Amit Verma,IT,West,2025-02-27 10:41:08.238817,2025-03-05 10:41:08.238817,2025-03-15 10:41:08.238817,,,Lost,0.0,1,1,0,0,6.0,10.0,,
2118,LEAD_112933,Google Ads,Rohit Kapoor,Education,West,2025-02-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
4437,LEAD_107824,Referral,Rohit Kapoor,Healthcare,West,2025-02-27 10:41:08.238817,2025-03-04 10:41:08.238817,2025-03-07 10:41:08.238817,,,Lost,0.0,1,1,0,0,5.0,3.0,,
13062,LEAD_107049,Facebook,Neha Singh,Healthcare,North,2025-02-27 10:41:08.238817,2025-03-02 10:41:08.238817,2025-03-13 10:41:08.238817,2025-03-22 10:41:08.238817,2025-04-04 10:41:08.238817,Won,143316.0,1,1,1,1,3.0,11.0,9.0,13.0
14747,LEAD_112437,Website,Neha Singh,Education,Unknown,2025-02-27 10:41:08.238817,2025-03-03 10:41:08.238817,2025-03-11 10:41:08.238817,2025-03-20 10:41:08.238817,2025-03-29 10:41:08.238817,Won,139053.0,1,1,1,1,4.0,8.0,9.0,9.0
14749,LEAD_107388,Website,Priya Mehta,IT,East,2025-02-27 10:41:08.238817,2025-03-03 10:41:08.238817,2025-03-16 10:41:08.238817,2025-04-03 10:41:08.238817,2025-04-11 10:41:08.238817,Won,158288.0,1,1,1,1,4.0,13.0,18.0,8.0
4180,LEAD_103417,Referral,Priya Mehta,Retail,South,2025-02-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
6130,LEAD_110669,Referral,Neha Singh,IT,South,2025-02-27 10:41:08.238817,2025-03-02 10:41:08.238817,,,,Lost,0.0,1,0,0,0,3.0,,,
2108,LEAD_105689,Facebook,Rahul Sharma,Healthcare,West,2025-02-27 10:41:08.238817,2025-03-04 10:41:08.238817,2025-03-11 10:41:08.238817,,,Lost,0.0,1,1,0,0,5.0,7.0,,
4633,LEAD_107452,Nan,Rohit Kapoor,Unknown,East,2025-02-27 10:41:08.238817,2025-03-04 10:41:08.238817,2025-03-08 10:41:08.238817,2025-03-18 10:41:08.238817,2025-03-30 10:41:08.238817,Won,129642.0,1,1,1,1,5.0,4.0,10.0,12.0
1522,LEAD_117951,Nan,Neha Singh,Unknown,South,2025-02-27 10:41:08.238817,2025-03-08 10:41:08.238817,2025-03-14 10:41:08.238817,2025-03-21 10:41:08.238817,2025-03-22 10:41:08.238817,Won,193681.0,1,1,1,1,9.0,6.0,7.0,1.0
13011,LEAD_107956,Linkedin,Priya Mehta,Healthcare,East,2025-02-27 10:41:08.238817,2025-03-06 10:41:08.238817,2025-03-07 10:41:08.238817,,,Lost,0.0,1,1,0,0,7.0,1.0,,
5259,LEAD_110586,Google Ads,Priya Mehta,Healthcare,South,2025-02-27 10:41:08.238817,2025-02-28 10:41:08.238817,,,,Lost,0.0,1,0,0,0,1.0,,,
6941,LEAD_100593,Website,Priya Mehta,Finance,South,2025-02-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
914,LEAD_101951,Google Ads,Rahul Sharma,Finance,East,2025-02-27 10:41:08.238817,2025-03-03 10:41:08.238817,2025-03-07 10:41:08.238817,,,Lost,0.0,1,1,0,0,4.0,4.0,,
5087,LEAD_107740,Google Ads,Amit Verma,Education,Unknown,2025-02-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
5189,LEAD_104728,Facebook,Rohit Kapoor,Education,West,2025-02-27 10:41:08.238817,2025-03-03 10:41:08.238817,2025-03-14 10:41:08.238817,,,Lost,0.0,1,1,0,0,4.0,11.0,,
4740,LEAD_116017,Google Ads,Amit Verma,Finance,South,2025-02-27 10:41:08.238817,2025-03-02 10:41:08.238817,,,,Lost,0.0,1,0,0,0,3.0,,,
6957,LEAD_116848,Facebook,Neha Singh,Retail,East,2025-02-27 10:41:08.238817,2025-03-04 10:41:08.238817,2025-03-09 10:41:08.238817,2025-03-26 10:41:08.238817,2025-03-30 10:41:08.238817,Lost,0.0,1,1,1,0,5.0,5.0,17.0,4.0
9405,LEAD_107137,Website,Nan,Unknown,Unknown,2025-02-27 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
14368,LEAD_113409,Facebook,Nan,Unknown,North,2025-02-27 10:41:08.238817,2025-03-05 10:41:08.238817,2025-03-08 10:41:08.238817,2025-03-24 10:41:08.238817,2025-03-30 10:41:08.238817,Won,174271.0,1,1,1,1,6.0,3.0,16.0,6.0
5262,LEAD_115967,Nan,Amit Verma,Retail,South,2025-02-27 10:41:08.238817,2025-03-03 10:41:08.238817,,,,Lost,0.0,1,0,0,0,4.0,,,
14377,LEAD_107268,Referral,Rohit Kapoor,Healthcare,West,2025-02-28 10:41:08.238817,2025-03-03 10:41:08.238817,,,,Lost,0.0,1,0,0,0,3.0,,,
4350,LEAD_100164,Nan,Priya Mehta,Unknown,Unknown,2025-02-28 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
11380,LEAD_100082,Website,Amit Verma,Finance,South,2025-02-28 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
12101,LEAD_109465,Linkedin,Amit Verma,Retail,Unknown,2025-02-28 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
6098,LEAD_117903,Facebook,Rohit Kapoor,Unknown,North,2025-02-28 10:41:08.238817,2025-03-05 10:41:08.238817,2025-03-08 10:41:08.238817,,,Lost,0.0,1,1,0,0,5.0,3.0,,
16795,LEAD_107640,Nan,Nan,Education,South,2025-02-28 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
16138,LEAD_108209,Nan,Rohit Kapoor,Finance,Unknown,2025-02-28 10:41:08.238817,2025-03-05 10:41:08.238817,,,,Lost,0.0,1,0,0,0,5.0,,,
11244,LEAD_101672,Google Ads,Rahul Sharma,Education,East,2025-02-28 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
3496,LEAD_101429,Nan,Rahul Sharma,Unknown,West,2025-02-28 10:41:08.238817,2025-03-01 10:41:08.238817,2025-03-06 10:41:08.238817,,,Lost,0.0,1,1,0,0,1.0,5.0,,
5290,LEAD_110878,Website,Priya Mehta,Finance,East,2025-02-28 10:41:08.238817,2025-03-03 10:41:08.238817,2025-03-09 10:41:08.238817,,,Lost,0.0,1,1,0,0,3.0,6.0,,
628,LEAD_104049,Website,Rahul Sharma,Unknown,West,2025-02-28 10:41:08.238817,2025-03-04 10:41:08.238817,2025-03-16 10:41:08.238817,2025-03-27 10:41:08.238817,2025-04-01 10:41:08.238817,Lost,0.0,1,1,1,0,4.0,12.0,11.0,5.0
4776,LEAD_102780,Referral,Rohit Kapoor,Finance,West,2025-02-28 10:41:08.238817,2025-03-04 10:41:08.238817,2025-03-08 10:41:08.238817,2025-03-12 10:41:08.238817,2025-03-20 10:41:08.238817,Won,159350.0,1,1,1,1,4.0,4.0,4.0,8.0
16253,LEAD_111098,Referral,Priya Mehta,IT,South,2025-02-28 10:41:08.238817,2025-03-04 10:41:08.238817,2025-03-16 10:41:08.238817,2025-03-23 10:41:08.238817,2025-04-06 10:41:08.238817,Lost,0.0,1,1,1,0,4.0,12.0,7.0,14.0
107,LEAD_113799,Nan,Rahul Sharma,Unknown,West,2025-02-28 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
13647,LEAD_105267,Linkedin,Neha Singh,Retail,Unknown,2025-02-28 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
7992,LEAD_103296,Google Ads,Neha Singh,IT,South,2025-02-28 10:41:08.238817,2025-03-05 10:41:08.238817,2025-03-19 10:41:08.238817,,,Lost,0.0,1,1,0,0,5.0,14.0,,
14115,LEAD_117246,Referral,Priya Mehta,Finance,East,2025-02-28 10:41:08.238817,2025-03-06 10:41:08.238817,,,,Lost,0.0,1,0,0,0,6.0,,,
10497,LEAD_114536,Website,Neha Singh,Retail,Unknown,2025-02-28 10:41:08.238817,2025-03-07 10:41:08.238817,2025-03-16 10:41:08.238817,2025-03-18 10:41:08.238817,2025-03-22 10:41:08.238817,Won,66090.0,1,1,1,1,7.0,9.0,2.0,4.0
11915,LEAD_106315,Facebook,Rohit Kapoor,Retail,West,2025-02-28 10:41:08.238817,2025-03-04 10:41:08.238817,,,,Lost,0.0,1,0,0,0,4.0,,,
4557,LEAD_104570,Google Ads,Priya Mehta,Education,North,2025-02-28 10:41:08.238817,2025-03-04 10:41:08.238817,2025-03-14 10:41:08.238817,,,Lost,0.0,1,1,0,0,4.0,10.0,,
4567,LEAD_111102,Linkedin,Priya Mehta,Retail,North,2025-02-28 10:41:08.238817,2025-03-08 10:41:08.238817,2025-03-21 10:41:08.238817,2025-04-03 10:41:08.238817,2025-04-05 10:41:08.238817,Won,52621.0,1,1,1,1,8.0,13.0,13.0,2.0
5599,LEAD_101446,Referral,Neha Singh,Finance,Unknown,2025-02-28 10:41:08.238817,2025-03-06 10:41:08.238817,2025-03-15 10:41:08.238817,,,Lost,0.0,1,1,0,0,6.0,9.0,,
13837,LEAD_105646,Website,Amit Verma,IT,Unknown,2025-02-28 10:41:08.238817,2025-03-08 10:41:08.238817,2025-03-20 10:41:08.238817,2025-04-06 10:41:08.238817,2025-04-19 10:41:08.238817,Won,161877.0,1,1,1,1,8.0,12.0,17.0,13.0
8524,LEAD_108846,Nan,Neha Singh,IT,West,2025-02-28 10:41:08.238817,,,,,Lost,0.0,0,0,0,0,,,,
2224,LEAD_100971,Facebook,Amit Verma,Education,North,2025-02-28 10:41:08.238817,2025-03-01 10:41:08.238817,2025-03-04 10:41:08.238817,2025-03-17 10:41:08.238817,2025-03-27 10:41:08.238817,Won,86582.0,1,1,1,1,1.0,3.0,13.0,10.0
11045,LEAD_106247,Google Ads,Amit Verma,Healthcare,East,2025-02-28 10:41:08.238817,2025-03-02 10:41:08.238817,,,,Lost,0.0,1,0,0,0,2.0,,,
16806,LEAD_116868,Google Ads,Nan,Unknown,East,2025-02-28 10:41:08.238817,2025-03-09 10:41:08.238817,2025-03-12 10:41:08.238817,2025-03-26 10:41:08.238817,2025-04-08 10:41:08.238817,Lost,0.0,1,1,1,0,9.0,3.0,14.0,13.0
4341,LEAD_117403,Google Ads,Amit Verma,Retail,East,2025-02-28 10:41:08.238817,2025-03-08 10:41:08.238817,2025-03-19 10:41:08.238817,,,Lost,0.0,1,1,0,0,8.0,11.0,,
141,LEAD_111063,Website,Priya Mehta,Finance,East,2025-02-28 10:41:08.238817,2025-03-05 10:41:08.238817,2025-03-08 10:41:08.238817,,,Lost,0.0,1,1,0,0,5.0,3.0,,
